Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,Floor Level
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"560,000",182.99,"3,060",Dec-22,Strata,17,"32,941",999 yrs lease commencing from 1883,21,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"660,000",290.63,"2,271",Dec-22,Strata,27,"24,444",99 yrs lease commencing from 1981,07,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"660,000",290.63,"2,271",Dec-22,Strata,27,"24,444",99 yrs lease commencing from 1981,07,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"660,000",290.63,"2,271",Dec-22,Strata,27,"24,444",99 yrs lease commencing from 1981,07,01 to 05
THE GOLDEN LANDMARK,VICTORIA STREET,Retail,"740,000",322.92,"2,292",Dec-22,Strata,30,"24,667",99 yrs lease commencing from 1981,07,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,395,000",398.27,"3,503",Dec-22,Strata,37,"37,703",Freehold,09,06 to 10
N.A.,LORONG 27 GEYLANG,Retail,"2,388,000","1,065.64","2,241",Dec-22,Strata,99,"24,121",Freehold,14,-
UPPER SERANGOON SHOPPING CENTRE,UPPER SERANGOON ROAD,Retail,"390,000",204.52,"1,907",Nov-22,Strata,19,"20,526",Freehold,19,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"6,200,000","1,248.62","4,965",Nov-22,Strata,116,"53,448",Freehold,09,01 to 05
77 @ EAST COAST,UPPER EAST COAST ROAD,Retail,"4,000,000","1,517.72","2,636",Nov-22,Strata,141,"28,369",Freehold,15,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"16,899,988","7,330.28","2,306",Nov-22,Strata,681,"24,816",999 yrs lease commencing from 1827,07,06 to 10
PARC SOMME,SOMME ROAD,Retail,"885,000",473.62,"1,869",Nov-22,Strata,44,"20,114",99 yrs lease commencing from 2008,08,01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"1,345,000",398.27,"3,377",Nov-22,Strata,37,"36,351",99 yrs lease commencing from 2013,27,01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"1,080,000",322.92,"3,344",Nov-22,Strata,30,"36,000",99 yrs lease commencing from 2013,27,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"1,650,000",365.98,"4,508",Nov-22,Strata,34,"48,529",99 yrs lease commencing from 2013,22,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"2,000,000",861.12,"2,323",Nov-22,Strata,80,"25,000",999 yrs lease commencing from 1829,06,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"1,330,000",398.27,"3,339",Nov-22,Strata,37,"35,946",999 yrs lease commencing from 1829,06,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"1,088,050",462.85,"2,351",Nov-22,Strata,43,"25,303",999 yrs lease commencing from 1829,06,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"330,000",226.04,"1,460",Nov-22,Strata,21,"15,714",99 yrs lease commencing from 1974,07,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,570,000",312.16,"5,030",Nov-22,Strata,29,"54,138",Freehold,09,01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,"1,560,000",398.27,"3,917",Nov-22,Strata,37,"42,162",99 yrs lease commencing from 1980,07,01 to 05
15 SCOTTS,SCOTTS ROAD,Retail,"10,057,916","2,497.25","4,028",Nov-22,Strata,232,"43,353",Freehold,09,06 to 10
VIBES @ KOVAN,KOVAN ROAD,Retail,"695,000",290.63,"2,391",Nov-22,Strata,27,"25,741",Freehold,19,01 to 05
BOAT QUAY CONSERVATION AREA,BOAT QUAY,Retail,"19,026,000","4,111.85","4,627",Nov-22,Strata,382,"49,806",999 yrs lease commencing from 1826,01,-
BALESTIER POINT,BALESTIER ROAD,Retail,"408,000",182.99,"2,230",Nov-22,Strata,17,"24,000",Freehold,12,01 to 05
SOUTHBANK,NORTH BRIDGE ROAD,Retail,"500,000",161.46,"3,097",Nov-22,Strata,15,"33,333",99 yrs lease commencing from 2006,07,01 to 05
LITTLE INDIA CONSERVATION AREA,DICKSON ROAD,Retail,"3,050,000","1,194.8","2,553",Oct-22,Strata,111,"27,477",999 yrs lease commencing from 1859,08,-
ROYAL SQUARE AT NOVENA,IRRAWADDY ROAD,Retail,"3,600,000",807.3,"4,459",Oct-22,Strata,75,"48,000",99 yrs lease commencing from 2013,12,01 to 05
BALESTIER PLAZA,BALESTIER ROAD,Retail,"815,000",301.39,"2,704",Oct-22,Strata,28,"29,107",Freehold,12,01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"1,310,000",301.39,"4,346",Oct-22,Strata,28,"46,786",99 yrs lease commencing from 2013,27,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"720,000",452.09,"1,593",Oct-22,Strata,42,"17,143",99 yrs lease commencing from 1974,07,01 to 05
CITY GATE,BEACH ROAD,Retail,"2,680,000",602.78,"4,446",Oct-22,Strata,56,"47,857",99 yrs lease commencing from 2014,07,01 to 05
THE FLOW MALL,EAST COAST ROAD,Retail,"1,961,000",775.01,"2,530",Oct-22,Strata,72,"27,236",Freehold,15,01 to 05
PEK CHUAN BUILDING,LAVENDER STREET,Retail,"1,480,000","1,313.21","1,127",Oct-22,Strata,122,"12,131",99 yrs lease commencing from 1978,12,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"656,000",376.74,"1,741",Oct-22,Strata,35,"18,743",99 yrs lease commencing from 1969,06,01 to 05
N.A.,THOMSON ROAD,Retail,"5,200,000","1,087.16","4,783",Oct-22,Strata,101,"51,485",999 yrs lease commencing from 1970,11,-
PASIR PANJANG GARDENS,JALAN MAS PUTEH,Retail,"3,050,000",882.65,"3,456",Oct-22,Strata,82,"37,195",999 yrs lease commencing from 1970,05,-
ORCHARD PLAZA,ORCHARD ROAD,Retail,"1,600,000",301.39,"5,309",Oct-22,Strata,28,"57,143",99 yrs lease commencing from 1977,09,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"730,000",441.32,"1,654",Oct-22,Strata,41,"17,805",99 yrs lease commencing from 1974,07,01 to 05
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"2,300,000",624.31,"3,684",Oct-22,Strata,58,"39,655",99 yrs lease commencing from 1968,01,01 to 05
THE COMMERZE@IRVING,IRVING PLACE,Retail,"520,000",312.16,"1,666",Oct-22,Strata,29,"17,931",60 yrs lease commencing from 2011,13,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"4,020,000","1,496.2","2,687",Oct-22,Strata,139,"28,921",99 yrs lease commencing from 1983,07,01 to 05
CENTROPOD @ CHANGI,CHANGI ROAD,Retail,"320,000",129.17,"2,477",Oct-22,Strata,12,"26,667",Freehold,14,01 to 05
GOLDEN MILE TOWER,BEACH ROAD,Retail,"301,888",193.75,"1,558",Oct-22,Strata,18,"16,772",99 yrs lease commencing from 1969,07,B1 to B5
TEXTILE CENTRE,JALAN SULTAN,Retail,"1,150,000",990.29,"1,161",Oct-22,Strata,92,"12,500",99 yrs lease commencing from 1970,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"877,000",333.68,"2,628",Oct-22,Strata,31,"28,290",99 yrs lease commencing from 1980,07,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"540,000",312.16,"1,730",Sep-22,Strata,29,"18,621",Freehold,19,B1 to B5
THE LENOX,CHANGI ROAD,Retail,"1,300,000",570.49,"2,279",Sep-22,Strata,53,"24,528",Freehold,14,01 to 05
SPACE @ KOVAN,YIO CHU KANG ROAD,Retail,"2,750,000","1,205.57","2,281",Sep-22,Strata,112,"24,554",Freehold,19,01 to 05
SIM LIM TOWER,JALAN BESAR,Retail,"6,699,000","3,283.02","2,040",Sep-22,Strata,305,"21,964",Freehold,08,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"700,000",333.68,"2,098",Sep-22,Strata,31,"22,581",999 yrs lease commencing from 1829,06,01 to 05
BALESTIER POINT,BALESTIER ROAD,Retail,"10,800,000","5,608.04","1,926",Sep-22,Strata,521,"20,729",Freehold,12,01 to 05
LAGUN SARI BUILDING,JOO CHIAT ROAD,Retail,"42,000,000","5,708.15","7,358",Sep-22,Land,530.3,"79,200",Freehold,15,-
ORCHID HOTEL,TRAS LINK,Retail,"1,268,000",538.2,"2,356",Sep-22,Strata,50,"25,360",99 yrs lease commencing from 2007,02,01 to 05
77 @ EAST COAST,UPPER EAST COAST ROAD,Retail,"4,200,000","1,517.72","2,767",Sep-22,Strata,141,"29,787",Freehold,15,01 to 05
N.A.,RACE COURSE ROAD,Retail,"2,680,000","1,686.72","1,589",Sep-22,Land,156.7,"17,103",Freehold,08,-
N.A.,RANGOON ROAD,Retail,"5,500,000","2,055.92","2,675",Sep-22,Strata,191,"28,796",Freehold,08,-
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"1,730,000",602.78,"2,870",Sep-22,Strata,56,"30,893",99 yrs lease commencing from 1968,01,01 to 05
VISION EXCHANGE,VENTURE DRIVE,Retail,"3,060,000",721.19,"4,243",Sep-22,Strata,67,"45,672",99 yrs lease commencing from 2013,22,01 to 05
EVERITT EDGE,JOO CHIAT PLACE,Retail,"900,000",258.34,"3,484",Sep-22,Strata,24,"37,500",Freehold,15,01 to 05
EVERITT EDGE,JOO CHIAT PLACE,Retail,"900,000",247.57,"3,635",Sep-22,Strata,23,"39,130",Freehold,15,01 to 05
MONVILLE MANSIONS,BALESTIER ROAD,Retail,"3,680,000","2,346.55","1,568",Sep-22,Strata,218,"16,881",Freehold,12,01 to 05
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Retail,"780,000",441.32,"1,767",Sep-22,Strata,41,"19,024",99 yrs lease commencing from 1980,03,01 to 05
BEAUTY WORLD CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"361,888",96.88,"3,736",Aug-22,Strata,9,"40,210",99 yrs lease commencing from 1979,21,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"479,000",204.52,"2,342",Aug-22,Strata,19,"25,211",99 yrs lease commencing from 1980,07,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,690,000",635.08,"2,661",Aug-22,Strata,59,"28,644",999 yrs lease commencing from 1827,07,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"1,032,000","1,087.16",949,Aug-22,Strata,101,"10,218",99 yrs lease commencing from 1970,07,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,500,000",430.56,"3,484",Aug-22,Strata,40,"37,500",999 yrs lease commencing from 1828,06,B1 to B5
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"800,000",193.75,"4,129",Aug-22,Strata,18,"44,444",999 yrs lease commencing from 1883,21,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"550,000",322.92,"1,703",Aug-22,Strata,30,"18,333",Freehold,19,B1 to B5
ONE DUSUN RESIDENCES,JALAN DUSUN,Retail,"412,000",118.4,"3,480",Aug-22,Strata,11,"37,455",Freehold,12,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"425,000",204.52,"2,078",Aug-22,Strata,19,"22,368",Freehold,19,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,425,000",441.32,"3,229",Aug-22,Strata,41,"34,756",999 yrs lease commencing from 1828,06,01 to 05
BUGIS CUBE,NORTH BRIDGE ROAD,Retail,"1,030,000",333.68,"3,087",Aug-22,Strata,31,"33,226",999 yrs lease commencing from 1827,07,01 to 05
PICARDY GARDENS,JALAN PARI BURONG,Retail,"2,900,000","1,485.43","1,952",Aug-22,Strata,138,"21,014",Freehold,16,-
FUYUEN COURT,SIMS AVENUE,Retail,"1,900,000",882.65,"2,153",Aug-22,Strata,82,"23,171",Freehold,14,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"888,800",785.77,"1,131",Aug-22,Strata,73,"12,175",99 yrs lease commencing from 1970,07,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"4,380,000",613.55,"7,139",Aug-22,Strata,57,"76,842",999 yrs lease commencing from 1829,06,01 to 05
STARS OF KOVAN,UPPER SERANGOON ROAD,Retail,"88,000,000","47,727.58","1,844",Aug-22,Strata,"4,434","19,847",99 yrs lease commencing from 2015,19,01 to 05
VIBES @ EAST COAST,TELOK KURAU ROAD,Retail,"828,000",312.16,"2,653",Aug-22,Strata,29,"28,552",Freehold,15,01 to 05
77 @ EAST COAST,UPPER EAST COAST ROAD,Retail,"4,373,831","1,603.84","2,727",Aug-22,Strata,149,"29,355",Freehold,15,01 to 05
THE TROPICA,TAMPINES AVENUE 1,Retail,"426,666",193.75,"2,202",Aug-22,Strata,18,"23,704",99 yrs lease commencing from 1996,18,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"4,080,000",452.09,"9,025",Aug-22,Strata,42,"97,143",999 yrs lease commencing from 1829,06,01 to 05
PLUS,CECIL STREET,Retail,"3,702,000","1,259.39","2,940",Jul-22,Strata,117,"31,641",99 yrs lease commencing from 1989,01,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,208,000",312.16,"3,870",Jul-22,Strata,29,"41,655",Freehold,09,01 to 05
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"2,500,000",850.36,"2,940",Jul-22,Strata,79,"31,646",99 yrs lease commencing from 1976,21,B1 to B5
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"700,000",226.04,"3,097",Jul-22,Strata,21,"33,333",99 yrs lease commencing from 1976,21,B1 to B5
ROBINSON SQUARE,ROBINSON ROAD,Retail,"3,380,000","1,367.03","2,473",Jul-22,Strata,127,"26,614",Freehold,01,01 to 05
HILLVIEW REGENCY,BUKIT BATOK EAST AVENUE 2,Retail,"385,000",139.93,"2,751",Jul-22,Strata,13,"29,615",99 yrs lease commencing from 2000,23,01 to 05
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"950,000",344.45,"2,758",Jul-22,Strata,32,"29,688",99 yrs lease commencing from 1968,01,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"956,888",269.1,"3,556",Jul-22,Strata,25,"38,276",999 yrs lease commencing from 1883,21,01 to 05
BUKIT TIMAH SHOPPING CENTRE,UPPER BUKIT TIMAH ROAD,Retail,"410,000",182.99,"2,241",Jul-22,Strata,17,"24,118",999 yrs lease commencing from 1883,21,01 to 05
SUNSHINE PLAZA,BENCOOLEN STREET,Retail,"850,000",226.04,"3,760",Jul-22,Strata,21,"40,476",99 yrs lease commencing from 1997,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"700,000",333.68,"2,098",Jul-22,Strata,31,"22,581",99 yrs lease commencing from 1980,07,01 to 05
ICON@CHANGI,CHANGI ROAD,Retail,"370,000",172.22,"2,148",Jul-22,Strata,16,"23,125",Freehold,14,B1 to B5
THE PLAZA,BEACH ROAD,Retail,"1,163,589",505.91,"2,300",Jul-22,Strata,47,"24,757",99 yrs lease commencing from 1968,07,01 to 05
HILLSTA,PHOENIX ROAD,Retail,"1,325,000",398.27,"3,327",Jul-22,Strata,37,"35,811",99 yrs lease commencing from 2011,23,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"950,000",409.03,"2,323",Jul-22,Strata,38,"25,000",Freehold,03,01 to 05
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"550,000",172.22,"3,194",Jul-22,Strata,16,"34,375",99 yrs lease commencing from 1968,01,01 to 05
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"580,000",161.46,"3,592",Jul-22,Strata,15,"38,667",99 yrs lease commencing from 1968,01,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"5,500,000","3,659.76","1,503",Jul-22,Strata,340,"16,176",99 yrs lease commencing from 1974,07,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"1,150,000",204.52,"5,623",Jul-22,Strata,19,"60,526",Freehold,03,01 to 05
PENINSULA PLAZA,NORTH BRIDGE ROAD,Retail,"5,400,000",667.37,"8,091",Jul-22,Strata,62,"87,097",999 yrs lease commencing from 1829,06,01 to 05
THE VENUE SHOPPES,TAI THONG CRESCENT,Retail,"6,088,888","1,302.44","4,675",Jul-22,Strata,121,"50,321",99 yrs lease commencing from 2012,13,01 to 05
FURAMA CITY CENTRE SINGAPORE,EU TONG SEN STREET,Retail,"6,500,000","4,779.22","1,360",Jul-22,Strata,444,"14,640",99 yrs lease commencing from 1979,01,01 to 05
PLUS,CECIL STREET,Retail,"3,957,000","1,345.5","2,941",Jul-22,Strata,125,"31,656",99 yrs lease commencing from 1989,01,01 to 05
THOMSON V TWO,SIN MING ROAD,Retail,"1,800,000","1,119.46","1,608",Jul-22,Strata,104,"17,308",Freehold,20,B1 to B5
N.A.,UPPER THOMSON ROAD,Retail,"3,680,000","1,270.15","2,897",Jul-22,Strata,118,"31,186",Freehold,26,-
KAP,KING ALBERT PARK,Retail,"2,560,000",742.72,"3,447",Jul-22,Strata,69,"37,101",Freehold,21,01 to 05
SIM LIM SQUARE,ROCHOR CANAL ROAD,Retail,"1,038,000",344.45,"3,014",Jul-22,Strata,32,"32,438",99 yrs lease commencing from 1983,07,B1 to B5
LUCKY PLAZA,ORCHARD ROAD,Retail,"2,400,000",624.31,"3,844",Jul-22,Strata,58,"41,379",Freehold,09,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"222,888",107.64,"2,071",Jul-22,Strata,10,"22,289",Freehold,14,01 to 05
LE REGAL,GEYLANG ROAD,Retail,"222,888",107.64,"2,071",Jul-22,Strata,10,"22,289",Freehold,14,01 to 05
JUNCTION NINE,YISHUN AVENUE 9,Retail,"1,080,000",247.57,"4,362",Jun-22,Strata,23,"46,957",99 yrs lease commencing from 2013,27,01 to 05
SULTAN PLAZA,JALAN SULTAN,Retail,"720,000",505.91,"1,423",Jun-22,Strata,47,"15,319",99 yrs lease commencing from 1978,07,01 to 05
ALEXIS,ALEXANDRA ROAD,Retail,"8,800,000","3,067.74","2,869",Jun-22,Strata,285,"30,877",Freehold,03,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,890,000",419.8,"4,502",Jun-22,Strata,39,"48,462",Freehold,09,01 to 05
BURLINGTON SQUARE,BENCOOLEN STREET,Retail,"980,000",269.1,"3,642",Jun-22,Strata,25,"39,200",99 yrs lease commencing from 1996,07,01 to 05
THE COMMERZE@IRVING,IRVING PLACE,Retail,"503,000",365.98,"1,374",Jun-22,Strata,34,"14,794",60 yrs lease commencing from 2011,13,01 to 05
SHENTON HOUSE,SHENTON WAY,Retail,"1,300,000",710.42,"1,830",Jun-22,Strata,66,"19,697",99 yrs lease commencing from 1969,01,01 to 05
N.A.,SEMBAWANG ROAD,Retail,"3,100,000","1,260.46","2,459",Jun-22,Land,117.1,"26,473",Freehold,26,-
SUITES AT BUKIT TIMAH,JALAN JURONG KECHIL,Retail,"510,000",96.88,"5,264",Jun-22,Strata,9,"56,667",Freehold,21,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"1,850,000",656.6,"2,818",Jun-22,Strata,61,"30,328",Freehold,03,01 to 05
THE PROMENADE@PELIKAT,JALAN PELIKAT,Retail,"530,000",258.34,"2,052",Jun-22,Strata,24,"22,083",Freehold,19,01 to 05
MILLAGE,CHANGI ROAD,Retail,"820,000",204.52,"4,009",Jun-22,Strata,19,"43,158",Freehold,14,01 to 05
EASTWOOD CENTRE,EASTWOOD ROAD,Retail,"16,600,000","10,807.06","1,536",Jun-22,Strata,"1,004","16,534",99 yrs lease commencing from 1995,16,01 to 05
CUPPAGE PLAZA,KOEK ROAD,Retail,"795,000",269.1,"2,954",Jun-22,Strata,25,"31,800",99 yrs lease commencing from 1979,09,06 to 10
THE GLADES,BEDOK RISE,Retail,"804,680",516.67,"1,557",Jun-22,Strata,48,"16,764",99 yrs lease commencing from 2013,16,01 to 05
PENINSULA SHOPPING COMPLEX,COLEMAN STREET,Retail,"765,900",333.68,"2,295",Jun-22,Strata,31,"24,706",999 yrs lease commencing from 1828,06,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"2,340,000",688.9,"3,397",Jun-22,Strata,64,"36,563",99 yrs lease commencing from 2002,11,06 to 10
MIDPOINT ORCHARD,ORCHARD ROAD,Retail,"4,648,644",301.39,"15,424",Jun-22,Strata,28,"166,023",Freehold,09,01 to 05
SQUARE 2,SINARAN DRIVE,Retail,"3,350,000","1,001.05","3,346",Jun-22,Strata,93,"36,022",99 yrs lease commencing from 2002,11,06 to 10
MONVILLE MANSIONS,BALESTIER ROAD,Retail,"3,000,000","2,346.55","1,278",Jun-22,Strata,218,"13,761",Freehold,12,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"520,000",290.63,"1,789",Jun-22,Strata,27,"19,259",99 yrs lease commencing from 1980,07,01 to 05
FORTUNE CENTRE,MIDDLE ROAD,Retail,"950,000",258.34,"3,677",Jun-22,Strata,24,"39,583",99 yrs lease commencing from 1980,07,01 to 05
JALAN BESAR PLAZA,KITCHENER ROAD,Retail,"3,500,000","1,356.26","2,581",Jun-22,Strata,126,"27,778",Freehold,08,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"8,670,813","4,327.13","2,004",Jun-22,Strata,402,"21,569",Freehold,14,01 to 05
THE ARIZON,GEYLANG ROAD,Retail,"6,449,187","3,218.44","2,004",Jun-22,Strata,299,"21,569",Freehold,14,01 to 05
TEXTILE CENTRE,JALAN SULTAN,Retail,"888,000",527.44,"1,684",Jun-22,Strata,49,"18,122",99 yrs lease commencing from 1970,07,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"2,300,000",430.56,"5,342",Jun-22,Strata,40,"57,500",Freehold,09,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"603,900",376.74,"1,603",Jun-22,Strata,35,"17,254",99 yrs lease commencing from 1969,06,01 to 05
THE ADELPHI,COLEMAN STREET,Retail,"1,680,000",538.2,"3,122",May-22,Strata,50,"33,600",999 yrs lease commencing from 1828,06,01 to 05
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,900,000",398.27,"4,771",May-22,Strata,37,"51,351",Freehold,09,01 to 05
JADESCAPE,SHUNFU ROAD,Retail,"1,929,600",602.78,"3,201",May-22,Strata,56,"34,457",99 yrs lease commencing from 2018,20,01 to 05
THE HILLFORD,JALAN JURONG KECHIL,Retail,"842,000",312.16,"2,697",May-22,Strata,29,"29,034",60 yrs lease commencing from 2013,21,01 to 05
THE COMMERZE@IRVING,IRVING PLACE,Retail,"508,000",376.74,"1,348",May-22,Strata,35,"14,514",60 yrs lease commencing from 2011,13,01 to 05
PARC SOMME,SOMME ROAD,Retail,"845,000",365.98,"2,309",May-22,Strata,34,"24,853",99 yrs lease commencing from 2008,08,01 to 05
CITY GATE,BEACH ROAD,Retail,"934,579",430.56,"2,171",May-22,Strata,40,"23,364",99 yrs lease commencing from 2014,07,B1 to B5
PEOPLE'S PARK COMPLEX,PARK ROAD,Retail,"820,000",484.38,"1,693",May-22,Strata,45,"18,222",99 yrs lease commencing from 1968,01,01 to 05
CITY GATE,BEACH ROAD,Retail,"2,257,200",495.14,"4,559",May-22,Strata,46,"49,070",99 yrs lease commencing from 2014,07,01 to 05
N.A.,JALAN TUA KONG,Retail,"3,180,000","1,367.03","2,326",May-22,Strata,127,"25,039",Freehold,15,-
BUKIT TIMAH PLAZA,JALAN ANAK BUKIT,Retail,"640,000",150.7,"4,247",May-22,Strata,14,"45,714",99 yrs lease commencing from 1976,21,01 to 05
GOLDEN MILE TOWER,BEACH ROAD,Retail,"350,000",182.99,"1,913",May-22,Strata,17,"20,588",99 yrs lease commencing from 1969,07,01 to 05
PS100,PECK SEAH STREET,Retail,"1,300,000",516.67,"2,516",May-22,Strata,48,"27,083",99 yrs lease commencing from 2011,02,06 to 10
TEXTILE CENTRE,JALAN SULTAN,Retail,"1,080,000",807.3,"1,338",May-22,Strata,75,"14,400",99 yrs lease commencing from 1970,07,01 to 05
ROBINSON SQUARE,ROBINSON ROAD,Retail,"3,340,000","1,184.04","2,821",May-22,Strata,110,"30,364",Freehold,01,16 to 20
THE MINTON,HOUGANG STREET 11,Retail,"1,787,000","1,786.82","1,000",May-22,Strata,166,"10,765",99 yrs lease commencing from 2007,19,01 to 05
PARKLANE SHOPPING MALL,SELEGIE ROAD,Retail,"988,000",785.77,"1,257",May-22,Strata,73,"13,534",99 yrs lease commencing from 1974,07,01 to 05
KATONG SHOPPING CENTRE,MOUNTBATTEN ROAD,Retail,"1,135,000",322.92,"3,515",May-22,Strata,30,"37,833",Freehold,15,01 to 05
THE BENCOOLEN,BENCOOLEN STREET,Retail,"2,000,000",269.1,"7,432",May-22,Strata,25,"80,000",99 yrs lease commencing from 1995,07,01 to 05
QUEENSWAY SHOPPING CENTRE,QUEENSWAY,Retail,"830,000",247.57,"3,353",May-22,Strata,23,"36,087",Freehold,03,01 to 05
HIGH STREET CENTRE,NORTH BRIDGE ROAD,Retail,"610,000",376.74,"1,619",May-22,Strata,35,"17,429",99 yrs lease commencing from 1969,06,B1 to B5
FORTUNE CENTRE,MIDDLE ROAD,Retail,"510,000",312.16,"1,634",May-22,Strata,29,"17,586",99 yrs lease commencing from 1980,07,01 to 05
ROBERTSON BLUE,ROBERTSON QUAY,Retail,"8,020,000","1,560.78","5,138",May-22,Strata,145,"55,310",Freehold,09,01 to 05
THE MINTON,HOUGANG STREET 11,Retail,"1,213,000","1,377.79",880,May-22,Strata,128,"9,477",99 yrs lease commencing from 2007,19,01 to 05
GOLDEN MILE COMPLEX,BEACH ROAD,Retail,"700,000,000","610,028.17","1,147",May-22,Strata,"56,673","12,352",99 yrs lease commencing from 1969,07,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,800,000",269.1,"6,689",May-22,Strata,25,"72,000",Freehold,09,01 to 05
SOHO LIFE,JOO CHIAT ROAD,Retail,"1,200,000",355.21,"3,378",May-22,Strata,33,"36,364",Freehold,15,01 to 05
FAR EAST PLAZA,SCOTTS ROAD,Retail,"1,900,000",387.5,"4,903",May-22,Strata,36,"52,778",Freehold,09,01 to 05
CONCORDE SHOPPING CENTRE,OUTRAM ROAD,Retail,"360,000",269.1,"1,338",Apr-22,Strata,25,"14,400",99 yrs lease commencing from 1980,03,B1 to B5
THE ADELPHI,COLEMAN STREET,Retail,"1,320,000",430.56,"3,066",Apr-22,Strata,40,"33,000",999 yrs lease commencing from 1828,06,B1 to B5
EUHABITAT,JALAN EUNOS,Retail,"1,009,800",990.29,"1,020",Apr-22,Strata,92,"10,976",99 yrs lease commencing from 2010,14,01 to 05
N.A.,JALAN SAUDARA KU,Retail,"1,800,000",947.23,"1,900",Apr-22,Strata,88,"20,455",999 yrs lease commencing from 1965,15,-
LUCKY PLAZA,ORCHARD ROAD,Retail,"1,050,000",129.17,"8,129",Apr-22,Strata,12,"87,500",Freehold,09,01 to 05
FU LU SHOU COMPLEX,ROCHOR ROAD,Retail,"680,000",215.28,"3,159",Apr-22,Strata,20,"34,000",99 yrs lease commencing from 1980,07,01 to 05
